#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC
47,"I Want It That Way","Backstreet Boys",99,11A,69,2025-12-30,03:33,86,"","Millennium",1999-05-18,69,26,0,48,0,10,-6,F#/G♭ Minor,4,47BBI51FKFwOMlIiX6m8ya,USJI19910614
48,"I Want It That Way - Alternate Lyrics","Backstreet Boys",99,11A,76,2025-12-30,03:34,42,"","Millennium 2.0",2025-07-11,67,28,0,46,0,10,-5,F#/G♭ Minor,4,4lcMnJrTxQPrf5mOHtpmJ9,USJI12400029
49,"Just Like You Like It","Backstreet Boys",79,9B,48,2025-12-30,03:42,38,"","DNA",2019-01-25,64,4,0,56,0,0,-5,G Major,4,6aiPCXgBPxlGvOQjyJaGrx,USRC11803642
50,"Just Want You to Know","Backstreet Boys",106,10B,56,2025-12-30,03:51,57,"","Never Gone",2005-06-14,71,0,0,64,0,0,-4,D Major,4,17lJlBTeJZEC5r4m8kqrE4,USJI10500254
51,"Larger Than Life","Backstreet Boys",108,5A,97,2025-12-30,03:52,76,"","Millennium",1999-05-18,66,11,0,75,0,60,-3,C Minor,4,6sbXGUn9V9ZaLwLdOfpKRE,USJI19910620
52,"Let It Be Me","Steve Aoki,Backstreet Boys",114,9B,76,2025-12-30,03:44,46,"electro house, edm, ","Let It Be Me",2019-09-06,66,8,0,39,0,10,-5,G Major,4,1LjxmkW3xRQP2HzswhYyyc,USUS11900460
53,"Lose It All","Backstreet Boys",140,5B,80,2025-12-30,04:04,49,"","Never Gone",2005-06-14,41,3,0,11,0,10,-5,D#/E♭ Major,4,16fyms9ErePYphYe6baPVF,USJI10500259
54,"Love Somebody","Backstreet Boys",128,1B,85,2025-12-30,03:25,27,"","In a World Like This",2013-07-30,57,0,0,56,0,10,-4,B Major,4,0PpnSA1N9MiJMFOJhHFsQ9,QMRSZ1300099
55,"Love Will Keep You Up All Night","Backstreet Boys",150,6B,69,2025-12-30,04:14,35,"","Unbreakable",2007-10-24,38,26,0,21,0,10,-4,A#/B♭ Major,4,7muqUAm8mGkZrIyd5ipYCn,USJI10700640
56,"Madeleine","Backstreet Boys",126,11B,53,2025-12-30,04:05,28,"","In a World Like This",2013-07-30,74,61,0,62,0,30,-8,A Major,4,6FCvhmXVRJ4ONL8R3hK9a4,QMRSZ1300094
57,"Make Believe","Backstreet Boys",130,3B,85,2025-12-30,04:46,27,"","In a World Like This",2013-07-30,57,6,0,45,0,10,-5,C♯/D♭ Major,4,1lffwg6w8YL4gLVCHtIa7l,QMRSZ1300096
58,"Masquerade","Backstreet Boys",124,6A,84,2025-12-30,03:03,38,"","This Is Us",2009-10-06,71,1,0,83,0,30,-5,G Minor,4,6h2WKGC3cXXm58BsY77MMO,USJI10900523
59,"More Than That","Backstreet Boys",80,9A,73,2025-12-30,03:44,63,"","Black & Blue",2000-11-21,58,1,0,48,0,0,-7,E Minor,4,4XRUKxDIn28c7uHEzbGFgj,USJI10000542
60,"My Beautiful Woman","Backstreet Boys",105,3B,79,2025-12-30,03:38,38,"","Never Gone",2005-06-14,71,1,0,87,0,10,-3,C♯/D♭ Major,4,7rwOai4X9GjSJONKqcrNF1,USJI10400920
61,"Never Gone","Backstreet Boys",118,7B,59,2025-12-30,03:45,43,"","Never Gone",2005-06-14,58,52,0,31,0,10,-6,F Major,4,324Cuq2zlutLYMT94spGMt,USJI10500263
62,"New Love","Backstreet Boys",120,8B,54,2025-12-30,03:00,40,"","DNA",2019-01-25,84,1,0,72,0,0,-7,C Major,4,5KFceiKcXDIXfGwv33fjWc,USRC11803636
63,"Nobody Else","Backstreet Boys",132,1B,74,2025-12-30,03:38,39,"","DNA",2019-01-25,67,34,0,43,0,0,-5,B Major,4,2iK6RzhARWY8A6YlYPYksZ,USRC11803634
64,"No One Else Comes Close","Backstreet Boys",113,8B,41,2025-12-30,03:43,50,"","Millennium",1999-05-18,72,12,0,17,0,10,-11,C Major,4,0z5WHJfqHxZxZnuDLrKWH2,USJI19910629
65,"No Place","Backstreet Boys",92,5B,53,2025-12-30,02:59,54,"","DNA",2019-01-25,72,15,0,51,0,0,-5,D#/E♭ Major,4,4sHjA9mrxPE5J58LkJyPDO,USRC11803639
66,"Not for Me","Backstreet Boys",94,10A,93,2025-12-30,03:15,45,"","Black & Blue",2000-11-21,66,9,0,72,0,0,-5,B Minor,4,4F881nJKIeP4y6DiIKhsCx,USJI10000544
67,"OK","Backstreet Boys",128,2B,50,2025-12-30,02:31,38,"","DNA",2019-01-25,79,43,0,63,0,20,-6,F#/G♭ Major,4,4imGMWOcc7VPhFJV0HxW3R,USRC11803643
68,"The One","Backstreet Boys",110,4A,93,2025-12-30,03:46,65,"","Millennium",1999-05-18,66,6,0,62,0,10,-4,F Minor,4,44kgtDJyAFv4Z01z7bIxco,USJI19910626
69,"One in a Million","Backstreet Boys",92,5A,85,2025-12-30,03:32,48,"","Unbreakable",2007-10-24,62,2,0,66,0,10,-2,C Minor,4,6F3rYwNy7BKq6HzKWpedON,USJI10700635
70,"One Phone Call","Backstreet Boys",108,7B,76,2025-12-30,03:51,27,"","In a World Like This",2013-07-30,62,2,0,65,0,0,-6,F Major,4,6lIrCVv1MKF4K4R3OaZZRq,QMRSZ1300100
71,"Panic","Backstreet Boys",76,8A,87,2025-12-30,02:52,35,"","Unbreakable",2007-10-24,57,3,0,80,0,30,-3,A Minor,4,013KZvh7N5p7Jsr3hQ0YYC,USJI10700636
72,"Passionate","Backstreet Boys",101,9B,64,2025-12-30,03:43,39,"","DNA",2019-01-25,78,1,0,87,0,0,-6,G Major,4,2TAZgy6a9ZL2jEFPvzN91i,USRC11803637
73,"PDA","Backstreet Boys",123,11A,84,2025-12-30,03:48,42,"","This Is Us",2009-10-06,80,1,0,87,0,10,-7,F#/G♭ Minor,4,5t8OBe3jR3yQ7CQWusiFOx,USJI10900524
74,"The Perfect Fan","Backstreet Boys",141,11B,40,2025-12-30,04:13,48,"","Millennium",1999-05-18,42,58,0,32,0,10,-9,A Major,4,5XgxLtOR4oKxnfA7Fb4968,USJI19910630
75,"Permanent Stain","Backstreet Boys",138,1B,95,2025-12-30,03:55,32,"","In a World Like This",2013-07-30,52,1,0,34,10,10,-5,B Major,4,0hIOzcWFlRTEvDVvsnszdw,QMRSZ1300092
