#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC
100,"In The End","Snow Patrol",139,8B,82,2022-06-26,03:59,28,"","Fallen Empires",2011-01-01,43,1,1,17,0,60,-5,C Major,4,7pz9FnXkQd0MH9Ms3358Cj,GBUM71106136
101,"New York","Snow Patrol",139,7B,51,2022-06-26,04:01,42,"","Fallen Empires",2011-01-01,35,27,0,26,0,0,-7,F Major,4,7tI6xPZworV0dPtf5ZMMF6,GBUM71106140
102,"E.T.","Katy Perry",150,4A,87,2022-06-26,03:26,71,"pop","Teenage Dream: The Complete Confection",2012-03-12,60,2,0,69,0,30,-5,F Minor,4,4z8ssgZfs5TzKiO8HaGWXO,USCA21001256
103,"Fire In Your New Shoes (feat. Dragonette)","Kaskade,Dragonette",128,7A,62,2022-06-26,02:39,0,"edm, ","Dynasty",2010-05-11,80,6,0,73,0,0,-6,D Minor,4,54UBsZC5Qcpo4RmFvW16sK,USUS11000140
104,"Only Girl (In The World)","Rihanna",126,10A,71,2022-06-26,03:55,89,"","Loud",2010-01-01,79,11,0,64,0,0,-4,B Minor,4,2ENexcMEMsYk0rVJigVD3i,USUM71023200
105,"S&M","Rihanna",128,3B,69,2022-06-26,04:03,87,"","Loud",2010-01-01,77,1,0,84,0,0,-5,C♯/D♭ Major,4,7ySUcLPVX7KudhnmNcgY2D,USUM71026591
106,"Like A G6","Far East Movement,The Cataracs,DEV",165,6A,84,2022-06-26,03:36,74,"","Free Wired",2010-01-01,36,1,0,78,40,10,-8,G Minor,5,4DvhkX2ic4zWkQeWMwQ2qf,USUM71008138
107,"All Around Me","Flyleaf",147,11B,87,2022-06-26,03:18,74,"christian rock, christian alternative rock, emo","Flyleaf",2006-01-01,47,2,0,46,0,0,-5,A Major,4,1zN6ynJG4PdR61YWv4PQ3Y,USOCT0500076
108,"Corner of Your Heart","Ingrid Michaelson",114,7B,29,2022-06-26,03:07,24,"","Girls and Boys",2007-01-01,50,93,2,36,0,30,-12,F Major,4,0x14EC3DVUApEgFN554nsQ,uscgh0789386
109,"Peacock","Katy Perry",140,8B,76,2022-06-26,03:51,51,"pop","Teenage Dream: The Complete Confection",2012-03-12,83,6,0,94,0,20,-3,C Major,4,0rXw5rWZpOdfeeCbMln8MU,USCA21001263
110,"Hello","Martin Solveig,Dragonette",128,5B,93,2022-06-26,04:41,55,"french house, ","Smash (Deluxe)",2011-00-00,67,3,1,46,0,0,-4,D#/E♭ Major,4,0BNyKP5Or3d9XG65zTn7VB,FR2PA1000020
111,"2 In The Morning","New Kids On The Block",75,4A,63,2022-06-26,03:25,31,"","The Block",2008-01-01,70,0,0,51,0,0,-6,F Minor,4,3wx1hUCTSmvENv9QzC3JrP,USUM70828885
112,"Sweet and Low - New Album Version","Augustana",152,1B,73,2022-06-26,03:34,46,"","Can't Love, Can't Hurt",2008-00-00,44,1,0,41,0,10,-4,B Major,4,1W4c3lEi67BG5Ev7CgYqNi,USSM10800028
113,"Twenty Years","Augustana",133,5B,41,2022-06-26,04:26,35,"","Can't Love, Can't Hurt",2008-00-00,39,27,2,28,0,10,-6,D#/E♭ Major,4,2xqjlxsJpuRwNnq5iz9sGX,USSM10800217
114,"I Hate Everyone","Get Set Go",157,2B,77,2022-06-26,03:33,32,"","Ordinary World",2006-01-17,38,42,0,65,0,20,-4,F#/G♭ Major,3,1Pn1Ndq0W9SUw1kPq0Jj68,US83Y0552636
115,"Kiss With A Fist","Florence + The Machine",107,10B,80,2022-06-26,02:03,57,"baroque pop","Lungs (Deluxe Edition)",2009-00-00,37,0,0,62,10,0,-5,D Major,4,0jv5OcbvTUHgO8FgHhya8b,GBGEY0800062
116,"Cat Daddy","Rej3ctz",102,10B,72,2022-06-26,03:20,45,"","Cat Daddy - Single",2011-02-16,87,1,0,32,20,20,-9,D Major,4,1N4jhCFeE0hrZGYfpJsSAF,USA371198865
117,"You're a Jerk","New Boyz",99,12B,46,2022-06-26,03:09,54,"","Skinny Jeanz and a Mic",2009-08-31,93,15,0,52,30,0,-6,E Major,4,30QbrkRLEimw7HWXb7ntrU,USEA20900194
