#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC
23,"Get Lucky (feat. Pharrell Williams and Nile Rodgers)","Daft Punk,Pharrell Williams,Nile Rodgers",116,11A,79,2026-03-20,06:09,77,"french house, electronic, electro, ","Random Access Memories",2013-05-20,81,4,0,86,0,0,-9,F#/G♭ Minor,4,69kOkLUCkxIZYexIgSG8rq,USQX91300108
24,"Technologic","Daft Punk",127,11B,52,2026-03-20,04:44,56,"french house, electronic, electro","Human After All",2005-03-14,81,0,0,63,20,10,-7,A Major,4,0LSLM0zuWRkEYemF7JcfEE,GBDUW0400109
25,"In Cold Blood","alt-J",143,10A,75,2026-03-20,03:26,55,"indie, indie rock","RELAXER",2017-06-02,50,14,0,59,0,10,-5,B Minor,4,0jeJR3LdrC2QJNviq7wjzp,GB5KW1700459
26,"Sleepyhead","Passion Pit",106,4B,72,2026-03-20,02:54,78,"indie","Manners",2009-00-00,57,9,0,54,0,20,-5,G#/A♭ Major,4,4prEPl61C8qZpeo3IkYSMl,USSM10901014
27,"Candy Mountain","LazyFlex",70,12A,77,2026-03-20,04:14,12,"riddim, deathstep, dubstep, bass music","Candy Mountain",2018-11-26,73,1,2,19,40,30,-4,C♯/D♭ Minor,4,5cJt1Cq7d8ad8XUIcr6rDC,QM42K1883987
28,"Kids","MGMT",123,11B,93,2026-03-20,05:02,85,"indie","Oracular Spectacular",2007-12-14,45,0,0,17,0,30,-4,A Major,4,1jJci4qxiYcOHhQR247rEU,USSM10702135
29,"Vanished","Crystal Castles",120,5A,87,2026-03-20,04:02,80,"witch house, electroclash, new rave, alternative dance","Crystal Castles",2008-03-18,71,0,0,64,0,20,-7,C Minor,4,4bQ7mjty0UVlKRalhizpGT,CAL450896208
30,"Deadcrush","alt-J",143,8A,62,2026-03-20,03:51,55,"indie, indie rock","RELAXER",2017-06-02,65,10,48,60,0,10,-7,A Minor,4,7gn0MfkV4ZuMkqbPlmhIlx,GB5KW1700460
31,"Grey","Two Feet",60,8B,72,2026-03-20,03:22,47,"","Pink",2020-03-13,45,0,79,58,10,10,-6,C Major,4,14CF8uYWS5hV0Qvy5GAFqU,USUM72000848
32,"Pink","Two Feet",117,8A,45,2026-03-20,02:04,54,"","Pink",2020-03-13,69,32,0,52,0,10,-7,A Minor,4,4IHiN5A0ythEPmWIKSc7gc,USUM71917945
33,"In the Dark","Cathedrals",133,1A,85,2026-03-20,03:43,43,"","Cathedrals - EP",2014-09-03,60,0,0,54,0,0,-4,G#/A♭ Minor,4,49gE0a0YPRMXRp43QhnHH8,TCABZ1452174
34,"Black Holes (Solid Ground)","The Blue Stones",92,10A,84,2026-03-21,03:05,61,"blues rock","Black Holes",2018-10-26,56,1,0,26,0,10,-4,B Minor,4,0qPLNGJhvrhuuayoKhTR3B,TCACN1677390
35,"Astronaut (Something About Your Love)","Mansionair",106,4A,56,2026-03-21,03:22,46,"","Shadowboxer",2019-03-01,74,22,0,35,0,10,-9,F Minor,4,61c96X4Th7oYdSDxIOEV3k,USYAH1700133
36,"We Could Leave","Mansionair",118,6A,52,2026-03-21,04:26,34,"","Shadowboxer",2019-03-01,73,31,0,27,0,10,-8,G Minor,4,0mnxwfe9TDnylcSc2F2q9g,USYAH1700337
37,"Que Sera","Wax Tailor",83,11B,72,2026-03-21,02:44,61,"trip hop, plunderphonics, nu jazz, downtempo, electro swing","Tales of the Forgotten Melodies",2005-02-22,71,27,25,42,0,10,-5,A Major,4,4I1LbLy9xIFZ9sftxGSLDR,FRP180400180
38,"Kiss the Sky","Shawn Lee's Ping Pong Orchestra",85,11A,68,2026-03-21,03:38,62,"","Voices and Choices",2006-01-30,57,10,57,24,0,20,-7,F#/G♭ Minor,4,3bRXp773ZZexucE1dX8mia,USUR40720704
39,"Flow","Crooked Colours",118,11A,63,2026-03-21,04:50,53,"","Vera",2017-06-23,53,16,59,23,0,10,-8,F#/G♭ Minor,4,7mE57yFVWevAttx4HvLZKi,AUDCB1600976
40,"Hunger of the Pine","alt-J",94,9B,41,2026-03-21,04:59,52,"indie, indie rock","This Is All Yours",2014-09-22,60,79,3,7,0,10,-10,G Major,4,2mkv1b3dRFyiJ4Ybq31owf,GBZUZ1400267
