#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC
71,"Summer Girls","LFO",100,9B,81,2025-03-06,04:17,62,"","LFO",1999-08-10,81,16,0,74,10,0,-5,G Major,4,7uYroF9RRrhRJBrigRvB6H,DEA819900423
72,"West Side Story","LFO",100,11B,79,2025-03-06,03:28,32,"","LFO",1999-08-10,69,10,0,30,0,30,-4,A Major,4,4KJKJUetg7Gs3e0MAoSIzX,DEA819900514
73,"Danger Zone - From  Top Gun  Original Soundtrack","Kenny Loggins",157,2A,90,2025-01-04,03:35,76,"yacht rock","Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins",1997-03-25,54,24,0,65,0,10,-6,D#/E♭ Minor,4,34x6hEJgGAOQvmlMql5Ige,USSM18600108
74,"Good For You","Selena Gomez,A$AP Rocky",89,4A,68,2025-01-04,03:41,56,"rap","Good For You",2015-08-07,61,18,0,21,0,0,-6,F Minor,4,5XfywqPX6XBOdYQNbOaQvy,USUM71508454
75,"Cool Girl","Tove Lo",102,8A,72,2025-01-04,03:17,0,"","Cool Girl",2016-08-04,67,35,0,24,10,10,-7,A Minor,4,6vJ0Fezf6Etha2C4H21FKO,SEUM71601198
76,"Off To The Races","Lana Del Rey",160,9A,72,2025-01-04,04:59,54,"","Born To Die - The Paradise Edition",2012-11-12,40,6,0,11,0,20,-6,E Minor,4,5IyblF777jLZj1vGHG2UD3,GBUM71111530
77,"N.Y.C.","Kevin Rudolf,Nas",106,11B,91,2025-03-06,03:08,26,"old school hip hop, east coast hip hop, hip hop","In The City",2008-01-01,72,2,0,89,0,0,-4,A Major,4,2WGXzG8bHjqPxEpf3o0vKv,USCM50800958
78,"Spectrum (Say My Name)","Florence + The Machine",123,10A,87,2025-01-04,05:11,38,"baroque pop","Ceremonials",2011-01-01,57,8,0,11,0,10,-6,B Minor,4,3oAJPaILCEZtMCVkVgiPC5,GBUM71107576
79,"House Of Balloons / Glass Table Girls","The Weeknd",89,8B,50,2025-01-04,06:47,55,"","Trilogy",2012-11-13,66,0,0,20,0,20,-8,C Major,4,5d6lYplVOV4xJ37EVCpHqB,USUM72104130
80,"Twenty Eight","The Weeknd",130,2A,64,2025-01-08,04:18,62,"","Trilogy",2012-11-13,64,57,0,25,0,10,-7,D#/E♭ Minor,4,3dQEShIMs5TW8H3eUh11r7,USUM71212147
